1788664305.645073 server started (57718): version 3.7c, socket /tmp/tmux-1000/default, protocol 8
1788664305.645089 on Linux 7.2.3-arch1-2 #1 SMP PREEMPT_DYNAMIC Thu, 03 Sep 2026 17:55:06 +0000
1788664305.645095 using libevent 2.1.13-stable poll
1788664305.645097 using ncurses 6.6 20251230
1788664305.764350 tty_draw_line: cell 132 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764351 tty_draw_line: cell 133 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764353 tty_draw_line: cell 134 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764354 tty_draw_line: cell 135 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764355 tty_draw_line: cell 136 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764361 tty_draw_line: cell 137 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764362 tty_draw_line: cell 138 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764364 tty_draw_line: cell 139 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764365 tty_draw_line: cell 140 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764366 tty_draw_line: cell 141 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764368 tty_draw_line: cell 142 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764369 tty_draw_line: cell 143 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764370 tty_draw_line: cell 144 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764372 tty_draw_line: cell 145 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764373 tty_draw_line: cell 146 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764374 tty_draw_line: cell 147 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764376 tty_draw_line: cell 148 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764377 tty_draw_line: cell 149 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764378 tty_draw_line: cell 150 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764379 tty_draw_line: cell 151 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764381 tty_draw_line: cell 152 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764382 tty_draw_line: cell 153 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764383 tty_draw_line: cell 154 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764385 tty_draw_line: cell 155 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764386 tty_draw_line: cell 156 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764388 tty_draw_line: cell 157 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764389 tty_draw_line: cell 158 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764390 tty_draw_line: cell 159 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764392 tty_draw_line: cell 160 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764393 tty_draw_line: cell 161 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764394 tty_draw_line: cell 162 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764395 tty_draw_line: cell 163 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764397 tty_draw_line: cell 164 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764398 tty_draw_line: cell 165 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764400 tty_draw_line: cell 166 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764401 tty_draw_line: cell 167 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764402 tty_draw_line: cell 168 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764404 tty_draw_line: cell 169 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764405 tty_draw_line: cell 170 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764407 tty_draw_line: cell 171 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764408 tty_draw_line: cell 172 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764409 tty_draw_line: cell 173 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764411 tty_draw_line: cell 174 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764412 tty_draw_line: cell 175 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764413 tty_draw_line: cell 176 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764415 tty_draw_line: cell 177 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764416 tty_draw_line: cell 178 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764418 tty_draw_line: cell 179 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764419 tty_draw_line: cell 180 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764420 tty_draw_line: cell 181 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764422 tty_draw_line: cell 182 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764425 tty_draw_line: cell 183 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764426 tty_draw_line: cell 184 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764427 tty_draw_line: cell 185 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764429 tty_draw_line: cell 186 empty 1, bg 8; state: current EMPTY, next EMPTY
1788664305.764430 tty_draw_line: cell 187 empty 0, bg 8; state: current EMPTY, next DONE
1788664305.764431 /dev/pts/0: \r
1788664305.764432 /dev/pts/0: \n
1788664305.764434 /dev/pts/0: \033[K
1788664305.764435 screen_redraw_draw_pane_scrollbars: /dev/pts/0 @0
1788664305.764437 /dev/pts/0: redrawing status
1788664305.764438 screen_redraw_draw_status: /dev/pts/0 @0
1788664305.764440 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=68
1788664305.764441 tty_draw_line: drawing 0-187,0 (end 187) at 0,68; defaults: fg=8, bg=8
1788664305.764443 tty_draw_line: cell 0 empty 0, bg 2; state: current FIRST, next SAME
1788664305.764444 tty_draw_line: cell 1 empty 0, bg 2; state: current SAME, next SAME
1788664305.764445 tty_draw_line: cell 2 empty 0, bg 2; state: current SAME, next SAME
1788664305.764447 tty_draw_line: cell 3 empty 1, bg 2; state: current SAME, next EMPTY
1788664305.764449 /dev/pts/0: \033[30m
1788664305.764450 /dev/pts/0: \033[42m
1788664305.764452 /dev/pts/0: \r
1788664305.764453 /dev/pts/0: \n
1788664305.764454 /dev/pts/0: [0]
1788664305.764455 tty_draw_line: cell 4 empty 0, bg 2; state: current EMPTY, next SAME
1788664305.764457 /dev/pts/0:  
1788664305.764458 tty_draw_line: cell 5 empty 0, bg 2; state: current SAME, next SAME
1788664305.764459 tty_draw_line: cell 6 empty 0, bg 2; state: current SAME, next SAME
1788664305.764461 tty_draw_line: cell 7 empty 0, bg 2; state: current SAME, next SAME
1788664305.764462 tty_draw_line: cell 8 empty 0, bg 2; state: current SAME, next SAME
1788664305.764463 tty_draw_line: cell 9 empty 0, bg 2; state: current SAME, next SAME
1788664305.764465 tty_draw_line: cell 10 empty 0, bg 2; state: current SAME, next SAME
1788664305.764466 tty_draw_line: cell 11 empty 0, bg 2; state: current SAME, next SAME
1788664305.764467 tty_draw_line: cell 12 empty 0, bg 2; state: current SAME, next SAME
1788664305.764469 tty_draw_line: cell 13 empty 1, bg 2; state: current SAME, next EMPTY
1788664305.764470 /dev/pts/0: 1:[tmux]*
1788664305.764472 tty_draw_line: cell 14 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764473 tty_draw_line: cell 15 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764474 tty_draw_line: cell 16 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764476 tty_draw_line: cell 17 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764477 tty_draw_line: cell 18 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764478 tty_draw_line: cell 19 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764480 tty_draw_line: cell 20 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764481 tty_draw_line: cell 21 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764482 tty_draw_line: cell 22 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764484 tty_draw_line: cell 23 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764485 tty_draw_line: cell 24 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764486 tty_draw_line: cell 25 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764488 tty_draw_line: cell 26 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764489 tty_draw_line: cell 27 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764490 tty_draw_line: cell 28 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764492 tty_draw_line: cell 29 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764493 tty_draw_line: cell 30 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764494 tty_draw_line: cell 31 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764496 tty_draw_line: cell 32 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764499 tty_draw_line: cell 33 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764500 tty_draw_line: cell 34 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764502 tty_draw_line: cell 35 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764503 tty_draw_line: cell 36 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764504 tty_draw_line: cell 37 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764506 tty_draw_line: cell 38 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764507 tty_draw_line: cell 39 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764508 tty_draw_line: cell 40 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764510 tty_draw_line: cell 41 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764511 tty_draw_line: cell 42 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764512 tty_draw_line: cell 43 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764514 tty_draw_line: cell 44 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764515 tty_draw_line: cell 45 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764516 tty_draw_line: cell 46 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764518 tty_draw_line: cell 47 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764519 tty_draw_line: cell 48 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764520 tty_draw_line: cell 49 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764522 tty_draw_line: cell 50 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764523 tty_draw_line: cell 51 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764524 tty_draw_line: cell 52 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764526 tty_draw_line: cell 53 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764527 tty_draw_line: cell 54 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764528 tty_draw_line: cell 55 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764530 tty_draw_line: cell 56 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764531 tty_draw_line: cell 57 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764532 tty_draw_line: cell 58 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764534 tty_draw_line: cell 59 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764535 tty_draw_line: cell 60 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764536 tty_draw_line: cell 61 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764538 tty_draw_line: cell 62 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764539 tty_draw_line: cell 63 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764540 tty_draw_line: cell 64 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764542 tty_draw_line: cell 65 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764543 tty_draw_line: cell 66 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764544 tty_draw_line: cell 67 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764546 tty_draw_line: cell 68 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764547 tty_draw_line: cell 69 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764548 tty_draw_line: cell 70 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764550 tty_draw_line: cell 71 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764551 tty_draw_line: cell 72 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764552 tty_draw_line: cell 73 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764554 tty_draw_line: cell 74 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764555 tty_draw_line: cell 75 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764556 tty_draw_line: cell 76 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764558 tty_draw_line: cell 77 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764559 tty_draw_line: cell 78 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764562 tty_draw_line: cell 79 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764564 tty_draw_line: cell 80 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764565 tty_draw_line: cell 81 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764566 tty_draw_line: cell 82 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764568 tty_draw_line: cell 83 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764569 tty_draw_line: cell 84 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764570 tty_draw_line: cell 85 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764572 tty_draw_line: cell 86 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764573 tty_draw_line: cell 87 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764574 tty_draw_line: cell 88 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764576 tty_draw_line: cell 89 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764577 tty_draw_line: cell 90 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764578 tty_draw_line: cell 91 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764580 tty_draw_line: cell 92 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764581 tty_draw_line: cell 93 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764582 tty_draw_line: cell 94 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764584 tty_draw_line: cell 95 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764585 tty_draw_line: cell 96 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764586 tty_draw_line: cell 97 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764588 tty_draw_line: cell 98 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764589 tty_draw_line: cell 99 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764590 tty_draw_line: cell 100 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764592 tty_draw_line: cell 101 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764593 tty_draw_line: cell 102 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764595 tty_draw_line: cell 103 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764596 tty_draw_line: cell 104 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764597 tty_draw_line: cell 105 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764599 tty_draw_line: cell 106 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764600 tty_draw_line: cell 107 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764601 tty_draw_line: cell 108 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764603 tty_draw_line: cell 109 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764604 tty_draw_line: cell 110 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764606 tty_draw_line: cell 111 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764607 tty_draw_line: cell 112 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764608 tty_draw_line: cell 113 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764610 tty_draw_line: cell 114 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764611 tty_draw_line: cell 115 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764612 tty_draw_line: cell 116 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764614 tty_draw_line: cell 117 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764615 tty_draw_line: cell 118 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764616 tty_draw_line: cell 119 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764618 tty_draw_line: cell 120 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764619 tty_draw_line: cell 121 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764620 tty_draw_line: cell 122 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764622 tty_draw_line: cell 123 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764623 tty_draw_line: cell 124 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764626 tty_draw_line: cell 125 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764628 tty_draw_line: cell 126 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764629 tty_draw_line: cell 127 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764630 tty_draw_line: cell 128 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764632 tty_draw_line: cell 129 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764633 tty_draw_line: cell 130 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764634 tty_draw_line: cell 131 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764636 tty_draw_line: cell 132 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764637 tty_draw_line: cell 133 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764638 tty_draw_line: cell 134 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764640 tty_draw_line: cell 135 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764641 tty_draw_line: cell 136 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764642 tty_draw_line: cell 137 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764644 tty_draw_line: cell 138 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764645 tty_draw_line: cell 139 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764647 tty_draw_line: cell 140 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764648 tty_draw_line: cell 141 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764649 tty_draw_line: cell 142 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764651 tty_draw_line: cell 143 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764652 tty_draw_line: cell 144 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764653 tty_draw_line: cell 145 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764655 tty_draw_line: cell 146 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764656 tty_draw_line: cell 147 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764657 tty_draw_line: cell 148 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764659 tty_draw_line: cell 149 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764660 tty_draw_line: cell 150 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764661 tty_draw_line: cell 151 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764663 tty_draw_line: cell 152 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764664 tty_draw_line: cell 153 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764665 tty_draw_line: cell 154 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764667 tty_draw_line: cell 155 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764668 tty_draw_line: cell 156 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764669 tty_draw_line: cell 157 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764671 tty_draw_line: cell 158 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764672 tty_draw_line: cell 159 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764674 tty_draw_line: cell 160 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764675 tty_draw_line: cell 161 empty 1, bg 2; state: current EMPTY, next EMPTY
1788664305.764676 tty_draw_line: cell 162 empty 0, bg 2; state: current EMPTY, next SAME
1788664305.764678 /dev/pts/0:                                                                                                                                                      
1788664305.764680 tty_draw_line: cell 163 empty 0, bg 2; state: current SAME, next SAME
1788664305.764681 tty_draw_line: cell 164 empty 0, bg 2; state: current SAME, next SAME
1788664305.764682 tty_draw_line: cell 165 empty 0, bg 2; state: current SAME, next SAME
1788664305.764684 tty_draw_line: cell 166 empty 0, bg 2; state: current SAME, next SAME
1788664305.764685 tty_draw_line: cell 167 empty 0, bg 2; state: current SAME, next SAME
1788664305.764687 tty_draw_line: cell 168 empty 0, bg 2; state: current SAME, next SAME
1788664305.764690 tty_draw_line: cell 169 empty 0, bg 2; state: current SAME, next SAME
1788664305.764691 tty_draw_line: cell 170 empty 0, bg 2; state: current SAME, next SAME
1788664305.764692 tty_draw_line: cell 171 empty 1, bg 2; state: current SAME, next EMPTY
1788664305.764694 /dev/pts/0: "gungnir"
1788664305.764695 tty_draw_line: cell 172 empty 0, bg 2; state: current EMPTY, next SAME
1788664305.764696 /dev/pts/0:  
1788664305.764698 tty_draw_line: cell 173 empty 0, bg 2; state: current SAME, next SAME
1788664305.764699 tty_draw_line: cell 174 empty 0, bg 2; state: current SAME, next SAME
1788664305.764700 tty_draw_line: cell 175 empty 0, bg 2; state: current SAME, next SAME
1788664305.764702 tty_draw_line: cell 176 empty 0, bg 2; state: current SAME, next SAME
1788664305.764703 tty_draw_line: cell 177 empty 1, bg 2; state: current SAME, next EMPTY
1788664305.764704 /dev/pts/0: 21:11
1788664305.764706 tty_draw_line: cell 178 empty 0, bg 2; state: current EMPTY, next SAME
1788664305.764707 /dev/pts/0:  
1788664305.764708 tty_draw_line: cell 179 empty 0, bg 2; state: current SAME, next SAME
1788664305.764709 tty_draw_line: cell 180 empty 0, bg 2; state: current SAME, next SAME
1788664305.764711 tty_draw_line: cell 181 empty 0, bg 2; state: current SAME, next SAME
1788664305.764712 tty_draw_line: cell 182 empty 0, bg 2; state: current SAME, next SAME
1788664305.764713 tty_draw_line: cell 183 empty 0, bg 2; state: current SAME, next SAME
1788664305.764715 tty_draw_line: cell 184 empty 0, bg 2; state: current SAME, next SAME
1788664305.764716 tty_draw_line: cell 185 empty 0, bg 2; state: current SAME, next SAME
1788664305.764718 tty_draw_line: cell 186 empty 0, bg 2; state: current SAME, next SAME
1788664305.764719 tty_draw_line: cell 187 empty 0, bg 8; state: current SAME, next DONE
1788664305.764720 /dev/pts/0: 05-Sep-26
1788664305.764721 /dev/pts/0: \033(B\033[m
1788664305.764723 /dev/pts/0: \033[?12h\033[?25h
1788664305.764724 /dev/pts/0: current mode WRAP
1788664305.764725 /dev/pts/0: setting mode CURSOR,WRAP
1788664305.764727 /dev/pts/0: redraw added 675 bytes
1788664305.764728 server_client_reset_state: client /dev/pts/0 mode CURSOR,WRAP
1788664305.764730 server_client_reset_state: cursor to 0,0
1788664305.764731 /dev/pts/0: \033[1;1H
1788664305.764733 /dev/pts/0 sync end
1788664305.764734 /dev/pts/0: \033P=2s\033\\
1788664305.764736 server_client_check_pane_buffer: pane %0 is on
1788664305.764738 @0 active pane not changed
1788664305.764747 %0 has 103 bytes
1788664305.764749 @0 alerts timer reset 0
1788664305.764751 screen_write_start: size 187x68, no pane
1788664305.764753 input_parse_buffer: %0 ground, 103 bytes: fish: Unknown command: /opt/homebrew/bin/fish\r\nfish: \r\n/opt/homebrew/bin/fish\r\n^~~~~~~~~~~~~~~~~~~~~^\r\n
1788664305.764756 screen_write_collect_end: 45 fish: Unknown command: /opt/homebrew/bin/fish (at 0,0)
1788664305.764760 input_c0_dispatch: '\r'
1788664305.764761 input_c0_dispatch: '\n'
1788664305.764762 screen_write_linefeed: at 0,0 (region 0-67)
1788664305.764764 screen_write_collect_end: 6 fish:  (at 0,1)
1788664305.764766 input_c0_dispatch: '\r'
1788664305.764767 input_c0_dispatch: '\n'
1788664305.764769 screen_write_linefeed: at 0,1 (region 0-67)
1788664305.764770 screen_write_collect_end: 22 /opt/homebrew/bin/fish (at 0,2)
1788664305.764772 input_c0_dispatch: '\r'
1788664305.764773 input_c0_dispatch: '\n'
1788664305.764774 screen_write_linefeed: at 0,2 (region 0-67)
1788664305.764776 screen_write_collect_end: 22 ^~~~~~~~~~~~~~~~~~~~~^ (at 0,3)
1788664305.764777 input_c0_dispatch: '\r'
1788664305.764779 input_c0_dispatch: '\n'
1788664305.764780 screen_write_linefeed: at 0,3 (region 0-67)
1788664305.764781 collect list: x=0 (last 4294967295), y=0, used=45
1788664305.764783 collect list: x=0 (last 4294967295), y=1, used=6
1788664305.764784 collect list: x=0 (last 4294967295), y=2, used=22
1788664305.764785 collect list: x=0 (last 4294967295), y=3, used=22
1788664305.764787 screen_write_collect_flush: flushed 4 items (screen_write_stop)
1788664305.764794 /dev/pts/0: wrote 688 bytes (of 688)
1788664305.764795 /dev/pts/0: waiting for redraw, 0 bytes left
1788664305.764798 /dev/pts/0: read 101 bytes (already 0)
1788664305.764801 /dev/pts/0: keys are 101 (\033[?997;1n\033[?62;52;c\033[>1;4000;48c\033P>|kitty(0.48.2)\033\\\033]10;rgb:dddd/dddd/dddd\033\\\033]11;rgb:0000/0000/0000\033\\)
1788664305.764803 /dev/pts/0: next key is 101 (\033[?997;1n\033[?62;52;c\033[>1;4000;48c\033P>|kitty(0.48.2)\033\\\033]10;rgb:dddd/dddd/dddd\033\\\033]11;rgb:0000/0000/0000\033\\) (expired=0)
1788664305.764805 /dev/pts/0: keys in list: 0x20000002f
1788664305.764807 /dev/pts/0: complete key \033[?997;1n 0x20000002f
1788664305.764808 cmd_find_from_client: s=$0 0
1788664305.764810 cmd_find_from_client: wl=1 1 w=@0 [tmux]
1788664305.764811 cmd_find_from_client: wp=%0
1788664305.764812 cmd_find_from_client: idx=none
1788664305.764814 notify_add: buffer_mode_format=#{t/p:buffer_created}: #{buffer_sample}
1788664305.764816 notify_add: client_mode_format=#{t/p:client_activity}: session #{session_name}
1788664305.764818 notify_add: config_files=/etc/tmux.conf,/home/spenser/.tmux.conf,/home/spenser/.config/tmux/tmux.conf
1788664305.764821 notify_add: host=gungnir
1788664305.764822 notify_add: host_short=gungnir
1788664305.764824 notify_add: loop_last_flag=0
1788664305.764825 notify_add: next_session_id=$1
1788664305.764827 notify_add: pane_format=0
1788664305.764829 notify_add: pid=57718
1788664305.764830 notify_add: server_sessions=1
